id,common_name,vietnamese_name,scientific_name,bird_order,family,description,distribution,diet,conservation_status
308,Iwi,,Drepanis coccinea,Passeriformes - Bộ Sẻ,Fringillidae - Họ Sẻ thông,"Iwi là một loài chim với kích thước trung bình, dài khoảng 14-15 cm. Chim đực có màu đỏ sáng trên lưng, đầu và cổ, trong khi chim cái có màu nâu hơn với vằn trắng trên cánh. Chúng có mỏ dẹp và dài, phù hợp cho việc hút mật từ hoa.","Iwi chỉ được tìm thấy ở các khu vực rừng nguyên sinh trên đảo Hawai'i, Hoa Kỳ. Loài chim này đã mất đi nhiều phạm vi phân bố và chỉ còn sống trong vài khu vực hạn chế trên đảo.","Iwi chủ yếu ăn mật từ hoa, chất dinh dưỡng quan trọng trong chế độ ăn của chúng. Chúng cũng có thể ăn một số loại côn trùng và một số loại trái cây.",Vulnerable - Bị đe doạ
309,Jabiru,Hạc cổ phồng,Jabiru mycteria,Ciconiiformes - Bộ Hạc,Ciconiidae - Họ Hạc,"Jabiru là một loài chim lớn, cao khoảng 120-140 cm và cân nặng khoảng 4-7 kg. Chúng có hình dáng giống như cò, với cổ dài và chân dài. Lông của Jabiru phần lớn màu trắng, có đôi cánh đen và một mảng da trần màu đỏ trên đỉnh đầu.","Jabiru phân bố ở khu vực châu Mỹ, từ Nam Mỹ đến Trung Mỹ và phía nam của Mỹ. Chúng sống chủ yếu trong các khu vực đồng cỏ, đầm lầy và các hệ thống sông suối.","Jabiru chủ yếu ăn cá, ếch, động vật thủy sinh, con nhộng và các loại động vật nhỏ khác. Chúng cũng có thể săn bắt các loại động vật đất liền như rắn, chuột và ếch.",Least Concern - Ít quan tâm
310,Jack snipe,,Lymnocryptes minimus,Charadriiformes - Bộ Cun cút,Scolopacidae - Họ Rẽ,Jack snipe là một loài chim nhỏ có kích thước khoảng 18-19 cm và cân nặng khoảng 60-100 gram. Chúng có mỏ ngắn và cổ ngắn hơn so với các loài chim snipe khác. Lưng và cánh của Jack snipe có màu nâu sẫm với các vằn và sọc màu nâu sẫm và nâu nhạt. Phần dưới cơ thể màu trắng xám với các vằn nâu nhạt. Đầu của chúng có màu nâu sẫm với một mảng trán màu kem.,"Jack snipe phân bố rộng rãi trên các vùng ôn đới và cận nhiệt đới của Bắc Âu, châu Á, Bắc Phi và Bắc Mỹ. Chúng thường sống trong các khu vực đầm lầy, cánh đồng ngập nước và các vùng đồng cỏ ẩm ướt.","Jack snipe chủ yếu ăn các loài côn trùng nhỏ, giun đất, ấu trùng và các sinh vật thủy sinh như tôm và ốc.",Least Concern - Ít quan tâm
311,Jacobin pigeon,Bồ câu Jacobin,Columba jacobina,Columbiformes - Bộ Bồ câu,Columbidae - Họ Bồ câu,"Jacobin pigeon là một loài chim thuộc họ bồ câu. Chúng có kích thước trung bình, với chiều dài khoảng 35 cm. Đặc điểm đáng chú ý của loài chim này là mảng lông dài và phồng lên trên cổ, tạo nên một ""cổ áo"". Màu lông của Jacobin pigeon thường là màu trắng hoặc màu đen, nhưng cũng có các biến thể lông màu khác nhau.","Jacobin pigeon có phân bố chủ yếu tại khu vực Ấn Độ, Nepal, Sri Lanka và các quốc gia Đông Nam Á. Chúng thích nghi với các môi trường sống trong rừng và vùng đồng cỏ.","Chế độ ăn của Jacobin pigeon bao gồm hạt cây, hạt cỏ và trái cây.",Least Concern - Ít quan tâm
312,Jandaya parakeet,,Aratinga jandaya,Psittaciformes - Bộ Vẹt,Psittacidae - Họ Vẹt,"Jandaya parakeet là một loài chim thuộc họ chim cảnh. Chúng có kích thước trung bình, với chiều dài khoảng 30 cm. Lông của Jandaya parakeet có màu sắc rực rỡ và đa dạng, với một sự kết hợp của màu cam, đỏ và xanh lá cây. Chúng có mỏ mạnh và chân phù hợp để leo và bám vào cành cây.","Jandaya parakeet có nguồn gốc từ vùng đông nam Brazil, trong các khu rừng nhiệt đới và rừng mưa. Chúng cũng đã được du nhập và nuôi trong một số khu vực khác trên thế giới như Châu Âu và Bắc Mỹ.","Chế độ ăn của Jandaya parakeet bao gồm hạt cây, quả, hoa, cành non và một số loại thực phẩm tươi khác.",Least Concern - Ít quan tâm
313,Japanese robin,Oanh Nhật Bản,Larvivora akahige,Passeriformes - Bộ Sẻ,Muscicapidae - Họ Đớp ruồi,"Japanese robin là một loài chim có kích thước nhỏ, chiều dài khoảng 14 cm. Chim trống có màu lông chủ dominan màu cam đỏ trên ngực và đầu, cánh và lưng màu xám xanh và mặt dưới màu trắng. Chim mái có màu lông tương tự nhưng nhạt hơn và thiếu màu cam đỏ trên ngực.","Japanese robin phân bố chủ yếu ở Nhật Bản và khu vực lân cận, trong các khu rừng núi, vùng cây bụi và rừng thông.","Loài chim này ăn chủ yếu các loại côn trùng, bao gồm côn trùng nhỏ, giun đất, con nhện và các loại mồi khác tìm thấy trong môi trường tự nhiên.",Least Concern - Ít quan tâm
314,Java sparrow,Sẻ Java,Lonchura oryzivora,Passeriformes - Bộ Sẻ,Estrildidae - Họ Chim di,"Java sparrow là một loài chim có kích thước trung bình, chiều dài khoảng 15 cm. Chim trống và chim mái có ngoại hình tương đối giống nhau với lông màu xám nhạt trên lưng, mặt và cổ màu đen, ngực và bụng màu hồng nhạt, và một đuôi nhọn dài. Chim non có màu lông tương tự nhưng nhạt hơn và thiếu màu đen.","Java sparrow phân bố ở các vùng đồng cỏ và vùng nông thôn ở Đông Nam Á, bao gồm Indonesia, Malaysia, Việt Nam, và các quốc gia khác trong khu vực.","Loài chim này ăn chủ yếu hạt và hạt cỏ, bao gồm hạt lúa mì, gạo, cỏ và các loại hạt khác. Chúng cũng có thể ăn một số loại côn trùng nhỏ và thức ăn thực vật khác.",Least Concern - Ít quan tâm
315,Jocotoco antpitta,,Grallaria ridgelyi,Passeriformes - Bộ Sẻ,Grallariidae,"Jocotoco antpitta là một loài chim nhỏ với chiều dài khoảng 18-20 cm. Chúng có màu lông nâu xám trên lưng, màu nâu đậm và đốm trắng trên ngực và bụng, và một mảng màu trắng ở gốc mỏ. Chúng có mỏ mạnh và chân dẹp phù hợp cho việc di chuyển trên mặt đất.","Jocotoco antpitta là loài chim đặc hữu của các khu bảo tồn thiên nhiên ở Ecuador và Colombia, trong khu vực núi cao của dãy Andes. Chúng thường sinh sống ở rừng sương mù đất thấp và rừng núi ẩm.","Loài chim này chủ yếu ăn côn trùng và các loại động vật nhỏ khác, bao gồm giun, ấu trùng, kiến và sâu bướm. Chúng cũng có thể ăn một số loại quả và hạt.",Critically Endangered - Cực kỳ nguy cấp
316,Kagu,,Rhynochetos jubatus,Gruiformes - Bộ Sếu,Rhynochetidae,"Kagu là một loài chim đặc hữu của đảo New Caledonia. Chúng có kích thước trung bình, dài khoảng 55-65 cm. Màu lông của Kagu chủ yếu là xám xanh với các đốm màu trắng trên cổ và ngực. Chân của chúng dài và có móng mạnh, phù hợp để đi trên mặt đất và tìm kiếm thức ăn.","Kagu chỉ được tìm thấy trong rừng ẩm New Caledonia, một hòn đảo lớn thuộc vùng Tân Thế giới. Chúng thích nghi với môi trường rừng nhiệt đới và sống ở khu vực có sự pha trộn của rừng nguyên sinh và rừng tái sinh.","Kagu chủ yếu ăn động vật nhỏ như động vật không xương sống, giun, ấu trùng, động vật giáp xác và côn trùng. Chúng cũng có thể ăn một số loại thực vật như quả và hạt.",Endangered - Nguy cấp
317,Kakapo,Vẹt Cú,Strigops habroptilus,Psittaciformes - Bộ Vẹt,Strigopidae - Họ Vẹt New Zealand,"Kakapo là một loài chim không bay đặc hữu của New Zealand. Chúng có kích thước lớn, dài khoảng 60-65 cm và nặng khoảng 2-4 kg. Lông của Kakapo có màu xanh lá cây hoặc nâu với các đốm màu xanh ngọc. Chúng có mỏ lớn và cánh ngắn. Một đặc điểm đáng chú ý của Kakapo là chúng có khả năng leo cây và sử dụng các cánh tay để di chuyển trên mặt đất.","Kakapo chỉ được tìm thấy trên một số đảo không có động vật ăn thịt ở New Zealand, bao gồm đảo Codfish, đảo Stewart và đảo Little Barrier. Tuy nhiên, do suy giảm dân số nghiêm trọng, Kakapo hiện chỉ còn tồn tại trên đảo Codfish sau các chương trình bảo tồn.","Chủ yếu là thực vật, Kakapo ăn lá cây, cành cây, trái cây, hạt, hoa và một số loại cỏ.",Critically Endangered - Cực kỳ nguy cấp
318,Killdeer,,Charadrius vociferus,Charadriiformes - Bộ Cun cút,Charadriidae - Họ Choi choi,"Killdeer là một loài chim thuộc họ Charadriidae. Chúng có kích thước trung bình, với chiều dài từ 23 đến 27 cm và cánh rộng khoảng 46-53 cm. Killdeer có bộ lông đa sắc, với phần lưng màu nâu đậm và phần ngực và bụng trắng. Mặt trước của chúng có một đường ngang đen chạy qua mắt và một đốm đen trên ngực.","Killdeer phân bố rộng khắp ở Bắc Mỹ, khu vực Trung Mỹ và Nam Mỹ. Chúng có thể được tìm thấy trong các môi trường đa dạng, bao gồm cả bãi biển, cánh đồng, hồ nước và cả thành phố.","Killdeer chủ yếu ăn côn trùng như con giun, sâu bọ, gián, ve sầu và các loại côn trùng nhỏ khác. Chúng cũng có thể ăn hạt cỏ và hạt nhỏ.",Least Concern - Ít quan tâm
319,King Eider,Vịt nhung vua,Somateria spectabilis,Anseriformes - Bộ Ngỗng,Anatidae - Họ Vịt,"King Eider là một loài chim thuộc họ Anatidae. Chim trống và chim mái có sự khác biệt về bộ lông. Chim trống có một bộ lông rực rỡ với màu đầu và cổ xanh sáng, ngực và bụng trắng, và lưng và cánh đen. Chim mái có một bộ lông nhạt hơn với màu nâu sẫm và trắng. Chim trưởng thành có kích thước từ 50 đến 70 cm và cánh rộng khoảng 85-95 cm.","King Eider phân bố chủ yếu ở vùng Bắc Cực, bao gồm các khu vực như Alaska, Canada, Greenland, Nga và Bắc Âu. Chúng thường sinh sống gần vùng biển lạnh và nơi có bờ biển đá và băng.","King Eider chủ yếu ăn động vật nhỏ như con giun biển, sò, cua và ốc. Chúng cũng có thể ăn một số loài thực vật như cỏ biển.",Least Concern - Ít quan tâm
320,King Vulture,Kền kền vua,Sarcoramphus papa,Accipitriformes - Bộ Ưng,Cathartidae - Họ Kền kền Tân thế giới,"King Vulture là một loài chim có kích thước lớn trong họ Cathartidae. Chúng có một bộ lông đặc biệt và nổi bật, với màu trắng hoặc xám trên cơ thể, đầu màu da cam, cổ có những sọc màu xanh, đỏ và tím. Chóp đầu của chim trưởng thành có màu da cam sáng. Chim trưởng thành có kích thước từ 67 đến 81 cm và cánh rộng khoảng 1,7 đến 2,1 mét.","King Vulture được tìm thấy ở khu vực rừng mưa châu Mỹ, bao gồm Trung Mỹ và Nam Mỹ. Chúng sinh sống chủ yếu ở vùng rừng rậm và khu vực có cây cối phong phú.","King Vulture là loài ăn xác, chúng thường săn mồi từ các thi thể động vật chết. Chúng có thể cắt mở xác con mồi bằng mỏ mạnh mẽ để tiếp cận các mảnh thịt trong.",Near Threatened - Sắp bị đe doạ
321,Kiwi,,Apteryx,Apterygiformes,Apterygidae,"Kiwi là loài chim không có cánh, có kích thước nhỏ đến trung bình, và thân hình hơi tròn. Chúng có mỏ dài và nhọn, lông màu nâu hoặc xám, và không có lông cánh. Chân của kiwi mạnh mẽ và có móng sắc nhọn. Chiều dài của kiwi dao động từ 25 đến 45 cm và trọng lượng từ 1 đến 3,5 kg, phụ thuộc vào loài.","Kiwi là loài đặc hữu của New Zealand. Chúng sống chủ yếu trong các khu rừng, cánh đồng và vùng cây bụi của đảo. Kiwi thích sống ở các vùng đất đầy lá cây, nơi chúng có thể săn mồi và làm tổ.","Kiwi là loài chim cảnh ăn đất và săn mồi trong đất. Chúng ăn chủ yếu các loại côn trùng, sâu bọ và một số loại quả và hạt. Kiwi sử dụng mỏ dài và nhọn để đào lên đất và tìm kiếm thức ăn.",
322,Knob-billed Duck,Vịt mồng,Sarkidiornis melanotos,Anseriformes - Bộ Ngỗng,Anatidae - Họ Vịt,"Knob-billed Duck là một loài chim trông đặc biệt với mỏ lớn và hình dạng đặc trưng. Chúng có kích thước trung bình, với chiều dài khoảng 56-76 cm và cân nặng từ 1,1 đến 1,5 kg. Chim trống có màu đen với một nút nhỏ trên mỏ, trong khi chim mái có màu nâu xám với vạch trắng trên cánh. Chim non có màu sáng hơn và thiếu nút trên mỏ.","Knob-billed Duck phân bố ở các vùng nước ngọt và đầm lầy ở châu Phi. Chúng được tìm thấy chủ yếu ở khu vực từ Nam Sahara đến miền nam châu Phi, bao gồm các quốc gia như Sudan, Kenya, Tanzania, Namibia và Nam Phi.","Loài chim này ăn chủ yếu là thực vật và hải sản nhỏ. Chúng tìm kiếm thức ăn bằng cách lặn xuống dưới nước và châm mỏ vào đáy để tìm kiếm côn trùng, tôm, ốc và các loại cây thủy sinh.
",Least Concern - Ít quan tâm
323,Kookaburra,,Dacelo,Coraciiformes - Bộ Sả,Alcedinidae - Họ Bồng chanh,"Kookaburra là loài chim có kích thước trung bình, đạt chiều dài khoảng 40-45 cm. Chúng có mỏ lớn, mạnh và lông chủ yếu là nâu và trắng. Chim trống và chim mái có ngoại hình tương đồng, với đốm đen trên đầu và cánh.","Kookaburra có phạm vi phân bố chủ yếu ở Úc và các khu vực lân cận, bao gồm New Guinea và Indonesia. Chúng thường sống trong các khu rừng, vùng thảo nguyên và khu vực ven sông.","Kookaburra là loài chim ăn thịt. Chúng săn mồi bằng cách ngồi chờ trên nhánh cây hoặc cột điện trước khi nhảy xuống để bắt mồi. Thức ăn chủ yếu của kookaburra bao gồm côn trùng, động vật nhỏ, rắn và chim nhỏ khác.",Least Concern - Ít quan tâm
